conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c98d1d7-52cd-44e7-8083-c02a981e3872,skill/competence,transversal,viestiä suullisesti georgiaksi,released,puhua georgiaa | viestiä suullisesti gruusiaksi | puhua gruusiaa,Puhua georgian kielellä.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,georgia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cb08443-192d-475b-89ce-15901ed1a900,skill/competence,transversal,viestiä suullisesti slovakiksi,released,puhua slovakia,Puhua slovakin kielellä.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,slovakki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cc1fa63-1b28-44df-a93c-d09b12389a2f,skill/competence,transversal,viestiä suullisesti baskiksi,released,puhua baskia,Puhua baskin kielellä.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,baski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3cccda28-82cc-4e47-9442-af0cb4d64016,skill/competence,transversal,kirjoittaa serbiaa,released,,Laatia kirjallisia tekstejä serbiaksi.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,serbia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40842478-ad09-4be9-a889-97299b013609,skill/competence,transversal,kirjoittaa hepreaa,released,,Laatia kirjallisia tekstejä hepreaksi.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,heprea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41253322-dc32-4d79-941c-3a8c230a1d85,skill/competence,transversal,kirjoittaa berberiä,released,,Laatia kirjallisia tekstejä berberiksi.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/416ca9da-3a58-4522-89a2-5746576feddd,skill/competence,transversal,kirjoittaa vietnamia,released,,Laatia kirjallisia tekstejä vietnamiksi.,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,vietnam
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/421910b5-70e1-429e-8b32-0df5518b7ddd,skill/competence,transversal,ymmärtää kirjoitettua tšekkiä,released,,Lukea ja käsittää tšekinkielisiä tekstejä.,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,tšekki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4264f3aa-037e-44f4-bb08-90d2337953ee,skill/competence,transversal,kirjoittaa portugalia,released,,Laatia kirjallisia tekstejä portugaliksi.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/42b7c03a-3ed5-4dc1-adc0-ff1fb8d4d697,skill/competence,transversal,kirjoittaa tanskaa,released,,Laatia kirjallisia tekstejä tanskaksi.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,tanska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450e047f-bb60-4eaa-bbcf-5e7af43e7f2a,skill/competence,transversal,kirjoittaa bulgariaa,released,,Laatia kirjallisia tekstejä bulgariaksi.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bulgaria
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45289df8-d02d-4f08-9802-2c7deae944ad,knowledge,transversal,sanskrit,released,,Sanskritin kieli.,http://data.europa.eu/esco/skill/1d0de98f-c5a6-4607-aea9-d432794f144b | http://data.europa.eu/esco/skill/e434e71a-f068-44ed-8059-d1af9eb592d7 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,klassiset kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45ab3524-935d-4bc0-a7f3-1cf3be7e5987,skill/competence,transversal,kirjoittaa georgiaa,released,kirjoittaa gruusiaa,Laatia kirjallisia tekstejä georgiaksi.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,georgia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46d20520-381c-40c9-9de5-f635d0755923,skill/competence,transversal,ymmärtää kirjoitettua bulgariaa,released,,Lukea ja ymmärtää bulgariankielisiä tekstejä.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bulgaria
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,knowledge,transversal,saksa,released,,Saksan kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/486e4f39-e968-41f4-955e-56e9eba96ef5,skill/competence,transversal,ymmärtää kirjoitettua saksaa,released,,Lukea ja ymmärtää saksankielisiä tekstejä.,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,saksa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49edb5ac-b80c-4c02-8509-d0e05889031e,skill/competence,transversal,ymmärtää puhuttua kurdia,released,,Ymmärtää kurdinkielistä puhetta.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,kurdi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aaa3e87-2b29-4a83-bdff-cbe51db03fc5,skill/competence,transversal,kirjoittaa montenegroa,released,,Laatia kirjallisia tekstejä montenegroksi.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,montenegro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b873879-6d5e-46b6-80e2-1ef313b4e0ac,skill/competence,transversal,kirjoittaa japania,released,,Laatia kirjallisia tekstejä japaniksi.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,knowledge,transversal,romania,released,,Romanian kieli. Romanian kieli on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c5a2793-c18d-40b9-832d-af8e07f0f171,skill/competence,transversal,kirjoittaa islantia,released,,Laatia kirjallisia tekstejä islanniksi.,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,islanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c6fe11c-f912-4c81-b74c-2e72943abeb6,skill/competence,transversal,ymmärtää kirjoitettua liettuaa,released,,Lukea ja ymmärtää liettuankielisiä tekstejä.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,liettua
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c92020a-110b-4daf-b1ec-c4e17c3b9b2c,skill/competence,transversal,ymmärtää puhuttua kiinaa,released,,Ymmärtää kiinankielistä puhetta.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,kiina
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ddf697a-b1e9-4ae6-931e-920de761f9df,skill/competence,transversal,viestiä suullisesti valloniksi,released,puhua vallonia,Puhua vallonin kielellä.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,valloni
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4dfda994-f9a2-4cbd-b224-0ab036e69d6e,skill/competence,transversal,viestiä suullisesti romaniaksi,released,puhua romaniaa,Puhua romanian kieltä.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,romania
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ff6df71-6988-4300-8966-9fabb2b59186,skill/competence,transversal,ymmärtää kirjoitettua ranskaa,released,,Lukea ja ymmärtää ranskankielisiä tekstejä.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,ranska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50d8a1ff-659a-4671-be48-369242b2a3be,skill/competence,transversal,kirjoittaa biharia,released,,Laatia kirjallisia tekstejä bihariksi.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/520b5278-eb9a-4c7d-a80d-a129ffb103da,skill/competence,transversal,viestiä suullisesti unkariksi,released,puhua unkaria,Puhua unkarin kieltä.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,unkari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52894650-9077-40f0-96d6-6f07d1a6cafa,skill/competence,transversal,kirjoittaa saksaa,released,,Laatia kirjallisia tekstejä saksaksi.,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,saksa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/529d9a4f-5b96-4952-b9e6-114213366565,skill/competence,transversal,ymmärtää puhuttua georgiaa,released,ymmärtää puhuttua gruusiaa,Ymmärtää georgiankielistä puhetta.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,georgia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/562c4f04-4f58-4c28-bcc4-49307786067b,skill/competence,transversal,viestiä suullisesti tanskaksi,released,puhua tanskaa,Puhua tanskan kieltä.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,tanska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,knowledge,transversal,oksitaani,released,provensaali,Oksitaanin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,knowledge,transversal,portugali,released,,Portugalin kieli. Portugalin kieli on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/585824c4-ef01-49fd-9b14-be00162a2387,skill/competence,transversal,ymmärtää kirjoitettua persiaa,released,,Lukea ja ymmärtää persiankielisiä tekstejä.,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,persia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5885fe45-0fd8-4eea-ac55-f46d46a44e6c,skill/competence,transversal,viestiä suullisesti albaniaksi,released,puhua albaniaa,Puhua albanian kieltä.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albania
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,knowledge,transversal,persia,released,,Persian kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/59ac89d7-12bb-470d-818b-222963d1c357,skill/competence,transversal,viestiä suullisesti gudžaratiksi,released,puhua gudžaratia,Puhua gudžaratin kieltä.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudžarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5a6ac2a6-6aa3-4b68-b2ef-b2491fb146c1,skill/competence,transversal,kirjoittaa kymriä,released,,Laatia kirjallisia tekstejä kymriksi.,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,kymri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5b9694a6-58b0-4179-a1bd-4bcda0352ca1,skill/competence,transversal,kirjoittaa makedoniaa,released,,Laatia kirjallisia tekstejä makedoniaksi.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,makedonia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,knowledge,transversal,azeri,released,,Azerbaidžanin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,knowledge,transversal,latvia,released,,Latvian kieli. Latvia on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5dfc81aa-c395-4e88-a0e0-a2fbb681ecc0,skill/competence,transversal,kirjoittaa ranskaa,released,,Laatia kirjallisia tekstejä ranskaksi.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,ranska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5ec5c4f7-1b6d-4642-8470-567e666952a8,skill/competence,transversal,kirjoittaa galiciaa,released,,Laatia kirjallisia tekstejä galiciaksi.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f1e9642-588c-4882-8c90-20c33cc78bc1,skill/competence,transversal,ymmärtää puhuttua italiaa,released,,Ymmärtää italiankielistä puhetta.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,italia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f81f163-7c84-4254-962f-69257cfa9ef5,skill/competence,transversal,ymmärtää kirjoitettua gudžaratia,released,,Lukea ja ymmärtää gudžaratinkielisiä tekstejä.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudžarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5fd4e27b-49de-4609-ae44-91e47ee3d168,skill/competence,transversal,kirjoittaa telugua,released,,Laatia kirjallisia tekstejä teluguksi.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60bb7483-e0a1-4016-a6f3-6b95261ab615,skill/competence,transversal,ymmärtää puhuttua azeria,released,,Ymmärtää azerinkielistä puhetta.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azeri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/614dcf69-dc56-4cab-bcb1-5bed1b389516,skill/competence,transversal,ymmärtää puhuttua armeniaa,released,,Ymmärtää armeniankielistä puhetta.,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,armenia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61809be5-6787-46f0-9583-ac3287e17bd6,skill/competence,transversal,viestiä suullisesti marathiksi,released,puhua marathia,Puhua marathin kielellä.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61c14f06-9edf-44c3-96af-dcecda598853,skill/competence,transversal,kirjoittaa latviaa,released,,Laatia kirjallisia tekstejä latviaksi.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,latvia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/61ea50d7-db19-4160-8da4-1d7bec68bec3,skill/competence,transversal,kirjoittaa sloveenia,released,,Laatia kirjallisia tekstejä sloveeniksi.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,sloveeni
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/633b72c4-1da1-45ae-b989-4d1a5bcab1a7,skill/competence,transversal,ymmärtää puhuttua katalaania,released,,Ymmärtää katalaaninkielistä puhetta.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,katalaani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,knowledge,transversal,telugu,released,,Telugun kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64ff8d5f-58a8-4efb-af5a-e161854b3e9a,skill/competence,transversal,ymmärtää puhuttua englantia,released,,Ymmärtää englanninkielistä puhetta.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,englanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/65a24ec1-e173-4bd6-b160-270346e0f4bf,skill/competence,transversal,kirjoittaa iiriä,released,,Laatia kirjallisia tekstejä iiriksi.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,iiri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66120d64-6f0f-4b89-8c4f-cd271f8cb7ca,skill/competence,transversal,ymmärtää puhuttua romanikieltä,released,ymmärtää puhuttua romanin kieltä | ymmärtää puhuttua romania,Ymmärtää romaninkielistä puhetta.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romanikieli
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,knowledge,transversal,galicia,released,,Galician kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67e9583d-621a-42bd-8381-4e85c9e0923a,skill/competence,transversal,viestiä suullisesti norjaksi,released,puhua norjaa,Puhua norjan kielellä.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,knowledge,transversal,venäjä,released,,Venäjän kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69eb9999-814b-4293-8d6c-633e49f64de4,skill/competence,transversal,kirjoittaa ruotsia,released,,Laatia kirjallisia tekstejä ruotsiksi.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,ruotsi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,skill/competence,transversal,ymmärtää puhuttua portugalia,released,,Ymmärtää portugalinkielistä puhetta.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,skill/competence,transversal,ymmärtää kirjoitettua romanikieltä,released,ymmärtää kirjoitettua romania | ymmärtää kirjoitettua romanin kieltä,Lukea ja ymmärtää romaninkielisiä tekstejä.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romanikieli
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,knowledge,transversal,kroaatti,released,,Kroaatin kieli. Kroaatti on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be5f174-9b46-4b76-9aa1-177f3845b615,skill/competence,transversal,viestiä suullisesti latviaksi,released,puhua latviaa,Puhua latvian kielellä.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,latvia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,knowledge,transversal,englanti,released,,Englannin kieli. Englanti on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,skill/competence,transversal,kirjoittaa malaijia,released,,Laatia kirjallisia tekstejä malaijiksi.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,malaiji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,knowledge,transversal,berberi,released,,Berberikielten kieliryhmä.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,knowledge,transversal,valkovenäjä,released,,Valkovenäjän kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/702d3840-308a-4d4a-ab61-f40f87d47fff,skill/competence,transversal,viestiä suullisesti kiinaksi,released,puhua kiinaa,Puhua kiinan kielellä.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,kiina
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7077db13-08c2-4482-918c-e6291e04f82b,skill/competence,transversal,ymmärtää kirjoitettua japania,released,,Lukea ja ymmärtää japaninkielisiä tekstejä.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/741ef95e-f1cf-4cf4-a021-b293e25eb005,skill/competence,transversal,viestiä suullisesti maltaksi,released,puhua maltaa,Puhua maltan kielellä.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,malta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/74e261bb-9a84-438b-9c6c-42e2a46613dc,skill/competence,transversal,viestiä suullisesti bulgariaksi,released,puhua bulgariaa,Puhua bulgariaa.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bulgaria
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7629db63-5922-42fa-8c80-9575526f7326,skill/competence,transversal,kirjoittaa kreikkaa,released,,Laatia kirjallisia tekstejä kreikaksi.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,kreikka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76506870-aeac-4bc2-96b2-cbc6702601ea,skill/competence,transversal,kirjoittaa norjaa,released,,Laatia kirjallisia tekstejä norjaksi.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/767f8edf-372a-490b-9346-54de0ba8c654,skill/competence,transversal,ymmärtää puhuttua sloveenia,released,,Ymmärtää sloveeninkielistä puhetta.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,sloveeni
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/768e19df-be76-4e55-9120-8d1b07306293,skill/competence,transversal,ymmärtää kirjoitettua telugua,released,,Lukea ja ymmärtää telugunkielisiä tekstejä.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/78001945-0117-4dc7-ae8e-6c6800f1ffd8,skill/competence,transversal,ymmärtää kirjoitettua berberiä,released,,Lukea ja ymmärtää berberinkielisiä tekstejä.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7866045d-4d36-45e6-aa60-a8107f43e5b1,skill/competence,transversal,viestiä suullisesti iiriksi,released,puhua iiriä,Puhua iiriä.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,iiri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,skill/competence,transversal,viestiä suullisesti pandžabiksi,released,viestiä suullisesti punjabiksi | viestiä suullisesti panjabiksi | puhua pandžabia,Puhua pandžabia.,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,pandžabi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79444b07-be9c-4cf9-ac91-04e52b2ac1a0,skill/competence,transversal,ymmärtää puhuttua slovakkia,released,,Ymmärtää slovakinkielistä puhetta.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,slovakki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,knowledge,transversal,jaava,released,,Jaavan kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7bd84008-afc2-4f72-8b49-a1dc4723d479,skill/competence,transversal,ymmärtää puhuttua suomea,released,,Ymmärtää suomenkielistä puhetta.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,suomi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c16e933-2a3f-40e8-855c-f9e5c5a56199,skill/competence,transversal,ymmärtää kirjoitettua vallonia,released,,Lukea ja ymmärtää valloninkielisiä tekstejä.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,valloni
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2e97a5-ac3d-4c01-9a3b-2e395f45d34a,skill/competence,transversal,kirjoittaa kroaattia,released,,Laatia kirjallisia tekstejä kroaatiksi.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,kroaatti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c946ebd-21de-4b08-af66-dff0356b5ad1,skill/competence,transversal,ymmärtää kirjoitettua valkovenäjää,released,,Lukea ja ymmärtää valkovenäjänkielisiä tekstejä.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,valkovenäjä
